id,sea_skill,tp_skill
TGS-2022013253,"['Valuation', 'Innovation', 'Excellence In Service', 'Customer Experience Management', 'Service Innovation', 'Customer Experience Innovation']",['Service Innovation']
TGS-2022013254,"['Excellence In Service', 'Service Leadership']",['Service Leadership']
TGS-2022013255,"['Customer Experience Management', 'Communication', 'Excellence In Service']",['Service Excellence']
TGS-2022013256,"['Staff Continuous Learning', 'Professional Standards', 'Excellence In Service', 'Sustainable Landscape Design']",['Service Excellence']
TGS-2022013257,"['Staff Continuous Learning', 'Workplace Learning Delivery']",['Learning And Development']
TGS-2022013258,"['Plant Pruning', 'Cleaning And Sterilising', 'Workplace Safety And Health', 'Workplace Learning Delivery']",['Plant Pruning']
TGS-2022013259,"['Corrective Maintenance Management', 'Battery And Battery Charger Maintenance']",['Battery And Battery Charger Maintenance']
TGS-2022013260,"['Interviewing', 'Para-Counselling']",['Para-Counselling']
TGS-2022013261,"['Inventory Management', 'Team Effectiveness Management', 'Workplace Safety And Health Management In Chemical, Process, Pharmaceutical Industries And Laboratories', 'Cleaning And Sterilising', 'Cleaning Chemical Handling', 'Effectiveness Management', 'Workplace Safety And Health', 'Customer Management', 'Workplace Safety And Health System Management']","['Equipment And Inventory Management', 'Customer Management', 'Workplace Safety And Health System Management', 'Cleaning Chemical Handling', 'Effectiveness Management']"
TGS-2022013262,"['Staff Continuous Learning', 'People Capability Development', 'People Development', 'Workplace Learning Delivery']",['Capability Development']
TGS-2022013279,['Resilience And Self-Care'],['Support Service To Persons With Disabilities']
TGS-2022013280,"['Effective Client Communication', 'Communication']",['Support Service To Persons With Disabilities']
TGS-2022013281,"['Due Professional Care', 'Risk Assessment']",['Operate Vertical Personnel Platform']
TGS-2022013282,"['Due Professional Care', 'Risk Assessment']",['Operate Scissor Lift']
TGS-2022013283,"['Due Professional Care', 'Perform Work At Height']",['Perform Work At Height']
TGS-2022013284,"['Due Professional Care', 'Risk Assessment']",['Operate Boom Lift']
TGS-2022013285,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health', 'Hazards Identification']",['Apply Workplace Safety And Health In Metal Work']
TGS-2022013286,"['Risk Assessment', 'Supervise Workplace Safety And Health For Formwork Construction', 'Workplace Safety And Health Management In Manufacturing Industry', 'Perform Formwork Activities', 'Due Professional Care', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022013287,['Workplace Safety And Health'],['Apply Workplace Safety And Health In Metal Work']
TGS-2022013288,['Practice Supervision'],['Supervise Safe Lifting Operations']
TGS-2022013289,['Risk Assessment'],['Operate Vertical Personnel Platform']
TGS-2022013290,['Risk Assessment'],['Operate Scissor Lift']
TGS-2022013291,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Scaffolding', 'Risk Assessment', 'Workplace Safety And Health', 'Hazards Identification']",['Supervise Metal Scaffold Erection']
TGS-2022013292,['Perform Work At Height'],['Perform Work At Height']
TGS-2022013293,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Work At Heights', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013294,['Scaffolding'],['Perform Metal Scaffold Erection']
TGS-2022013295,"['Workplace Safety And Health Management In Construction Industry', 'Workplace Safety And Health']",['Apply Workplace Safety And Health In Metal Work']
TGS-2022013296,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Control And Response Planning', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Hazards And Risk Identification And Management', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013297,['Risk Assessment'],['Operate Boom Lift']
TGS-2022013298,"['Scaffolding', 'Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health Management In Manufacturing Industry', 'Due Professional Care', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Perform Metal Scaffold Erection']
TGS-2022013299,"['Perform Formwork Activities', 'Due Professional Care', 'Risk Assessment', 'Hazards Identification']",['Perform Formwork Activities']
TGS-2022013300,['Data Protection Management'],['Data Protection Management']
TGS-2022013301,"['Communication', 'Risk Assessment', 'Hazards Identification']",['Perform Rigger And Signalman Tasks']
TGS-2022013302,['Practice Supervision'],['Supervise Safe Lifting Operations']
TGS-2022013303,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Manufacturing Industry', 'Due Professional Care', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Metal Scaffold Erection']
TGS-2022013319,"['Cleaning And Sterilising', 'Cleaning Chemical Handling']",['Cleaning Chemical Handling']
TGS-2022013321,"['Brand Portfolio Management', 'Brand Management']",['Brand Portfolio Management']
TGS-2022013323,"['Continuous Improvement Management', 'Data-Mining And Modelling', 'Programming And Coding', 'Intelligent Reasoning', 'Artificial Intelligence Application', 'Learning Mode Design', 'Big Data Analytics', 'Sense Making', 'Data Engineering']",['Intelligent Reasoning']
TGS-2022013327,"['Programme Management', 'Applied Research And Development Management', 'Problem Solving', 'Project Management', 'Research']",['Project Management']
TGS-2022013329,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health']",['Apply Workplace Safety And Health In Metal Work']
TGS-2022013341,"['Risk Assessment', 'Supervise Workplace Safety And Health For Formwork Construction', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']",['Supervise Workplace Safety And Health For Formwork Construction']
TGS-2022013343,['Practice Supervision'],['Supervise Safe Lifting Operations']
TGS-2022013344,"['Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Scaffolding']",['Perform Metal Scaffold Erection']
TGS-2022013345,"['Workplace Safety And Health', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Supervise Metal Scaffold Erection']
TGS-2022013346,['Workplace Safety And Health'],['Apply Workplace Safety And Health In Metal Work']
TGS-2022013355,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Assessment', 'Perform Formwork Activities', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Perform Formwork Activities']
TGS-2022013356,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Management And Administration', 'Risk Assessment', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Hazards And Risk Identification And Management', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Workplace Safety And Health Management In Construction Industry']
TGS-2022013357,['Perform Work At Height'],['Perform Work At Height']
TGS-2022013358,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013359,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Apply Workplace Safety And Health In Construction Sites']
TGS-2022013360,"['Business Data Analysis', 'Business Analysis Management', 'Customer Data Analysis', 'Learning Mode Design', 'Business Insights', 'Big Data Analytics']",['Data Analytics']
TGS-2022013366,"['Crowd Management', 'Executive Protection']",['Executive Protection']
TGS-2022013371,['Risk Management'],['Operate Scissor Lift']
TGS-2022013372,['Risk Management'],['Operate Boom Lift']
TGS-2022013373,['Risk Management'],['Operate Vertical Personnel Platform']
TGS-2022013376,['Due Professional Care'],['Perform Rigger And Signalman Tasks']
TGS-2022013377,"['Due Professional Care', 'Innovation']",['Supervise Safe Lifting Operations']
TGS-2022013379,"['Training, Coaching And Assessment Management', 'Staff Continuous Learning', 'Collaboration', 'Digital Technology Adoption And Innovation', 'Influence', 'Adaptability']",['Adapt To Change']
TGS-2022013381,"['Workplace Safety And Health', 'Apply Workplace Safety And Health In Logistics And Transportation', 'Practice Supervision']",['Supervise Safe Lifting Operations']
TGS-2022013382,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Perform Work At Height', 'Workplace Safety And Health Management In Manufacturing Industry', 'Workplace Safety And Health Control Measures', 'Due Professional Care', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']",['Manage Work At Height']
TGS-2022013384,"['Due Professional Care', 'Practice Supervision']",['Supervise Safe Lifting Operations']
TGS-2022013389,"['Due Professional Care', 'Perform Work At Height']",['Perform Work At Height']
